Nagios enterprise,https://www.nagios.com/
Nagios exchange,https://exchange.nagios.org/
Nagios core github,https://github.com/NagiosEnterprises/nagioscore
Nagios chinese,https://sourceforge.net/projects/nagios-cn/files/?source=navbar
Nagios,http://canuxcheng.com/devops/Monitoring_Nagios.html
Zabbix enterprise,http://www.zabbix.com/
Zabbix core,https://zabbix.org/wiki/Get_Zabbix
Zabbix github,https://github.com/zabbix
Ganglia,http://ganglia.info/
Ganglia core github,https://github.com/ganglia/monitor-core
Ganglia github,https://github.com/ganglia
Zenoss,https://www.zenoss.org/
Zenoss enterprise,https://www.zenoss.com/
Zenoss core sf,https://sourceforge.net/projects/zenoss/
Zenoss github,https://github.com/zenoss
Opserver,http://opserver.org/
Opserver github,https://github.com/opserver/Opserver
netdata github,https://github.com/firehol/netdata
Icinga,https://www.icinga.org/
Icinga exchange,https://exchange.icinga.org/
Icinga2 core github,https://github.com/Icinga/icinga2
Icinga chinese,https://sourceforge.net/projects/icinga-cn/files/
Naemon,http://www.naemon.org/
Naemon core github,https://github.com/naemon/naemon-core
Shinken,http://www.shinken-monitoring.org/
Shinken core github,https://github.com/naparuba/shinken
Shinken exchange github,https://github.com/shinken-monitoring
Centreon,https://www.centreon.com
Centreon core github,https://github.com/centreon/centreon-engine
Centreon plugins github,https://github.com/centreon/centreon-plugins
Opsview,https://www.opsview.com/
Opsview core,https://www.openhub.net/p/opsview
Check_mk,http://mathias-kettner.de/check_mk.html
check_mk exchange,http://mathias-kettner.com/check_mk_exchange.php?HTML=yes
check_mk core git,http://git.mathias-kettner.de/git/?p=check_mk.git;a=tree
Sensu github,https://github.com/sensu/sensu
Sensu-plugins,http://sensu-plugins.io/
Sensu-plugins github,https://github.com/sensu-plugins
cabot github,https://github.com/arachnys/cabot
server density,https://www.serverdensity.com/
server density github,https://github.com/serverdensity
pagerduty,https://www.pagerduty.com/
pagerduty github,https://github.com/PagerDuty
monitoring-plugins,https://www.monitoring-plugins.org/
monitoring-plugins github,https://github.com/monitoring-plugins
monitoring plugin development guidelines,https://www.monitoring-plugins.org/doc/guidelines.html
